UserID,Age,Gender,Country,State/Territory,Do you know the options for mental health care available under your employer-provided health coverage?,Does your employer offer resources to learn more about mental health disorders and options for seeking help?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?"
343,27,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
344,36,Male,United States,Iowa,Did Not Answer,Did Not Answer,Did Not Answer
345,33,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
346,25,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
347,23,Male,United States,Alabama,Did Not Answer,Did Not Answer,Did Not Answer
348,54,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
349,22,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
350,25,Other,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
351,29,Male,Belgium,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
352,27,Male,United States,Massachusetts,Did Not Answer,Did Not Answer,Did Not Answer
353,30,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
354,26,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
355,25,Female,Sweden,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
356,31,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
357,33,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
358,34,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
359,34,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
360,29,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
361,33,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
362,34,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
363,26,Male,United States,Oklahoma,Did Not Answer,Did Not Answer,Did Not Answer
364,32,Male,United States,Michigan,Did Not Answer,Did Not Answer,Did Not Answer
365,329,Male,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
366,28,Male,United States,Georgia,Did Not Answer,Did Not Answer,Did Not Answer
367,35,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
368,36,Male,United States,Not Provided,Did Not Answer,Did Not Answer,Did Not Answer
369,21,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
370,21,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
371,22,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
372,41,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
373,55,Male,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
374,32,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
375,21,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
376,45,Male,United States,Massachusetts,Did Not Answer,Did Not Answer,Did Not Answer
377,27,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
378,25,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
379,34,Female,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
380,26,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
381,41,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
382,27,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
383,31,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
384,25,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
385,26,Male,United States,Nevada,Did Not Answer,Did Not Answer,Did Not Answer
386,27,Female,United States,Colorado,Did Not Answer,Did Not Answer,Did Not Answer
387,42,Male,New Zealand,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
388,29,Other,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
389,25,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
390,33,Female,Sweden,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
391,-1,Other,Zimbabwe,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
392,40,Female,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
393,31,Male,United States,South Carolina,Did Not Answer,Did Not Answer,Did Not Answer
394,26,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
395,24,Female,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
396,29,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
397,48,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
398,35,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
399,32,Female,United States,Alabama,Did Not Answer,Did Not Answer,Did Not Answer
400,29,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
401,26,Male,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
402,28,Male,United States,New Jersey,Did Not Answer,Did Not Answer,Did Not Answer
403,23,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
404,35,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
405,29,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
406,26,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
407,33,Male,United States,New Hampshire,Did Not Answer,Did Not Answer,Did Not Answer
408,33,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
409,22,Male,Brazil,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
410,30,Female,Spain,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
411,33,Male,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
412,31,Female,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
413,21,Male,United States,Massachusetts,Did Not Answer,Did Not Answer,Did Not Answer
414,31,Other,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
415,26,Female,United States,Oklahoma,Did Not Answer,Did Not Answer,Did Not Answer
416,30,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
417,30,Other,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
418,23,Male,India,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
419,34,Male,Finland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
420,55,Male,United States,Idaho,Did Not Answer,Did Not Answer,Did Not Answer
421,28,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
422,26,Male,Uruguay,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
423,28,Male,New Zealand,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
424,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
425,28,Female,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
426,21,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
427,24,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
428,26,Female,United States,Maryland,Did Not Answer,Did Not Answer,Did Not Answer
429,23,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
430,24,Female,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
431,28,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
432,24,Female,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
433,33,Male,United States,Mississippi,Did Not Answer,Did Not Answer,Did Not Answer
434,34,Male,United States,New Jersey,Did Not Answer,Did Not Answer,Did Not Answer
435,27,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
436,28,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
437,26,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
438,20,Male,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
439,23,Female,United States,Massachusetts,Did Not Answer,Did Not Answer,Did Not Answer
440,29,Male,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
441,26,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
442,36,Male,United States,Kentucky,Did Not Answer,Did Not Answer,Did Not Answer
443,41,Male,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
444,33,Female,United States,Massachusetts,Did Not Answer,Did Not Answer,Did Not Answer
445,23,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
446,39,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
447,34,Male,United States,Vermont,Did Not Answer,Did Not Answer,Did Not Answer
448,26,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
449,24,Male,United States,Arizona,Did Not Answer,Did Not Answer,Did Not Answer
450,37,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
451,43,Male,United States,Massachusetts,Did Not Answer,Did Not Answer,Did Not Answer
452,40,Other,United States,Virginia,Did Not Answer,Did Not Answer,Did Not Answer
453,30,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
454,34,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
455,27,Male,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
456,36,Male,United States,Michigan,Did Not Answer,Did Not Answer,Did Not Answer
457,27,Male,Brazil,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
458,35,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
459,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
460,37,Male,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
461,29,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
462,33,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
463,28,Male,United States,Utah,Did Not Answer,Did Not Answer,Did Not Answer
464,26,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
465,27,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
466,38,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
467,57,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
468,28,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
469,26,Male,France,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
470,42,Female,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
471,31,Male,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
472,58,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
473,29,Male,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
474,39,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
475,34,Male,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
476,57,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
477,27,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
478,23,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
479,18,Male,Finland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
480,30,Female,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
481,23,Male,United States,Virginia,Did Not Answer,Did Not Answer,Did Not Answer
482,43,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
483,18,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
484,29,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
485,48,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
486,43,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
487,28,Female,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
488,30,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
489,26,Male,Israel,Maryland,Did Not Answer,Did Not Answer,Did Not Answer
490,33,Male,Italy,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
491,31,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
492,30,Male,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
493,27,Male,Israel,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
494,24,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
495,25,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
496,23,Female,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
497,36,Male,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
498,25,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
499,54,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
500,34,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
501,38,Female,United States,Arizona,Did Not Answer,Did Not Answer,Did Not Answer
502,40,Male,Ireland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
503,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
504,25,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
505,35,Female,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
506,46,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
507,42,Male,United States,Kansas,Did Not Answer,Did Not Answer,Did Not Answer
508,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
509,47,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
510,22,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
511,33,Female,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
512,25,Female,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
513,29,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
514,39,Male,United States,Washington,Did Not Answer,Did Not Answer,Did Not Answer
515,38,Male,United States,Virginia,Did Not Answer,Did Not Answer,Did Not Answer
516,43,Male,United States,North Carolina,Did Not Answer,Did Not Answer,Did Not Answer
517,46,Male,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
518,38,Female,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
519,33,Male,Germany,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
520,34,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
521,62,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
522,23,Female,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
523,35,Male,United States,Arizona,Did Not Answer,Did Not Answer,Did Not Answer
524,25,Male,Bosnia and Herzegovina,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
525,36,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
526,41,Female,United States,Not Provided,Did Not Answer,Did Not Answer,Did Not Answer
527,24,Male,Austria,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
528,51,Male,New Zealand,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
529,29,Male,United States,North Carolina,Did Not Answer,Did Not Answer,Did Not Answer
530,31,Female,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
531,27,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
532,31,Male,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
533,27,Female,Hungary,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
534,23,Male,Sweden,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
535,21,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
536,27,Female,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
537,39,Male,United States,Wisconsin,Did Not Answer,Did Not Answer,Did Not Answer
538,26,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
539,27,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
540,22,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
541,26,Female,United States,Minnesota,Did Not Answer,Did Not Answer,Did Not Answer
542,31,Female,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
543,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
544,28,Female,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
545,28,Other,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
546,23,Female,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
547,30,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
